,familyID,year,composition,headCount,ageHead,liquidWealth,laborIncome,costPerPerson,totalExpense,participation,investmentAmount,annuityIRA,wealthWithoutHomeEquity,wealthWithHomeEquity,HomeEquity,maritalStatus,employmentStatus,education,race,industry,ownership,skillLevel,financeExperience,ageGroup,decadeGroup,stockInvestmentRatio
2732,6166,1999,3,2,45,8.81,85.72,27.26,54.52,1,88.07,0.0,96.88,163.81,66.93,Separated,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.9090627580511973
2733,4241,1999,0,2,40,1.64,78.67,22.41,44.82,1,5.87,18.79,32.17,202.44,170.27,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.18246813801678582
2734,1458,1999,0,4,34,0.3,37.58,7.09,28.35,0,0.0,9.39,3.82,3.82,0.0,Married,employed,postGraduate,White,noneFinance,renter,High,No,20-40,1990s,0.0
2736,2820,1999,1,3,39,1.41,42.86,15.92,47.76,0,0.0,0.0,12.92,27.01,14.09,neverMarried,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.0
2739,786,1999,0,1,43,4.7,49.32,18.87,18.87,1,19.96,2.35,382.8,382.8,0.0,neverMarried,employed,college,White,noneFinance,renter,High,No,40-60,1990s,0.05214211076280042
2742,2319,1999,1,3,34,4.7,72.8,14.24,42.73,0,0.0,23.48,21.14,37.58,16.44,neverMarried,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
2743,4696,1999,1,6,39,0.0,34.05,2.03,12.15,0,0.0,0.0,0.0,0.0,0.0,neverMarried,employed,highSchool,Black,noneFinance,renter,Low,No,20-40,1990s,0.0
2745,1087,1999,0,2,56,82.2,52.77,13.28,26.56,0,0.0,0.0,269.49,329.38,59.89,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
2746,654,1999,1,3,35,0.59,57.72,7.88,23.65,0,0.0,0.0,29.94,76.91,46.97,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
2752,942,1999,0,3,52,0.0,0.0,11.28,33.83,0,0.0,0.0,2.94,55.78,52.84,neverMarried,unemployed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.0
2753,3643,1999,8,3,36,0.23,0.0,5.36,16.09,0,0.0,0.0,3.76,3.76,0.0,Separated,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
2755,2667,1999,0,4,49,0.23,7.05,4.68,18.71,0,0.0,0.0,30.77,65.99,35.23,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
2762,3882,1999,1,2,42,11.74,12.14,7.98,15.97,0,0.0,5.87,1144.89,1144.89,0.0,Divorced,employed,highSchool,AmericanIndian,noneFinance,renter,Low,No,40-60,1990s,0.0
2763,3879,1999,0,5,43,2.35,87.6,10.43,52.16,0,0.0,0.0,519.02,597.69,78.67,Married,employed,college,AmericanIndian,noneFinance,owner,High,No,40-60,1990s,0.0
2766,2177,1999,0,1,60,1.76,17.09,13.81,13.81,0,0.0,0.0,7.63,7.63,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,40-60,1990s,0.0
2768,2934,1999,0,2,46,5.87,58.12,15.66,31.33,0,0.0,0.0,19.96,19.96,0.0,Married,employed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s,0.0
2769,2989,1999,0,4,36,1.76,34.05,6.98,27.9,0,0.0,0.0,13.5,13.5,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,20-40,1990s,0.0
2771,6644,1999,0,4,44,9.39,86.42,10.03,40.12,1,8.22,35.23,48.14,58.71,10.57,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.17075197341088494
2773,3445,1999,1,3,43,4.7,65.17,12.32,36.95,0,0.0,21.14,-2.35,105.68,108.03,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,-0.0
2774,6041,1999,0,4,55,2.82,24.66,5.56,22.24,0,0.0,0.0,35.7,120.24,84.55,Married,retired,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.0
2775,4161,1999,1,3,47,117.42,99.81,7.07,21.21,0,0.0,117.42,305.3,595.34,290.04,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
2777,3749,1999,0,1,46,7.05,0.0,19.67,19.67,0,0.0,0.0,5.87,9.98,4.11,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
2779,2754,1999,4,2,55,44.62,165.57,21.27,42.54,0,0.0,4.7,79.14,79.14,0.0,Married,employed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s,0.0
2780,2755,1999,0,1,57,2.35,32.88,18.12,18.12,0,0.0,0.0,-2.35,-2.35,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,40-60,1990s,-0.0
2781,3330,1999,1,1,54,4.11,66.93,32.99,32.99,0,0.0,0.0,5.75,21.02,15.27,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
2782,5930,1999,5,4,32,0.59,41.52,8.86,35.44,0,0.0,0.0,-3.41,-3.41,0.0,Married,employed,highSchool,White,noneFinance,renter,Low,No,20-40,1990s,-0.0
2783,3331,1999,0,1,31,0.29,33.7,16.73,16.73,0,0.0,0.0,-28.83,-28.83,0.0,neverMarried,employed,postGraduate,White,noneFinance,renter,High,No,20-40,1990s,-0.0
2785,5660,1999,0,3,52,28.18,15.27,5.1,15.31,0,0.0,0.0,70.45,234.85,164.39,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
2786,1218,1999,0,4,45,5.87,49.32,3.98,15.91,0,0.0,0.0,169.09,245.42,76.33,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
2788,6923,1999,0,4,46,3.52,93.94,9.74,38.97,0,0.0,46.97,60.06,87.07,27.01,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
2789,1174,1999,0,2,50,3.52,59.89,38.0,76.0,0,0.0,0.0,197.27,197.27,0.0,Married,employed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s,0.0
2791,3904,1999,0,3,51,1.88,102.75,9.76,29.28,0,0.0,0.0,17.14,165.1,147.95,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
2793,4467,1999,0,2,55,46.97,96.29,13.05,26.1,1,3.52,352.27,2726.59,2794.7,68.11,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0012909898444577292
2794,3638,1999,0,2,57,41.1,93.33,12.28,24.56,1,5.28,2.58,87.95,161.93,73.98,Married,retired,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.060034110289937465
2795,714,1999,0,1,31,2.58,27.01,18.47,18.47,0,0.0,0.0,-6.81,-6.81,0.0,neverMarried,employed,postGraduate,White,noneFinance,renter,High,No,20-40,1990s,-0.0
2796,1866,1999,2,2,30,14.09,50.49,15.54,31.08,0,0.0,2.35,15.27,55.19,39.92,neverMarried,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.0
2800,5884,1999,0,1,42,2.35,50.49,65.99,65.99,0,0.0,0.0,-99.81,-99.81,0.0,neverMarried,unemployed,postGraduate,Black,noneFinance,renter,High,No,40-60,1990s,-0.0
2801,5790,1999,0,6,49,4.7,75.15,11.48,68.89,0,0.0,0.0,28.18,66.93,38.75,Married,unemployed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
2803,6596,1999,0,3,39,587.12,704.55,31.78,95.32,1,14.09,0.0,4022.95,4022.95,0.0,Married,employed,postGraduate,White,noneFinance,renter,High,No,20-40,1990s,0.0035024049515902512
2804,4297,1999,0,4,53,19.96,292.39,14.26,57.06,1,41.1,46.97,1304.58,1604.02,299.43,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.031504392218185163
2805,2481,1999,0,2,50,2.35,71.63,20.09,40.17,0,0.0,375.76,363.43,381.04,17.61,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
2806,2479,1999,1,4,47,29.36,192.58,27.85,111.42,1,939.39,463.83,1525.34,1677.99,152.65,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.6158561369924083
2807,2651,1999,0,9,39,41.1,275.95,8.67,78.03,1,23.48,0.0,792.61,919.43,126.82,Married,employed,highSchool,White,noneFinance,owner,Low,No,20-40,1990s,0.029623648452580715
2809,2797,1999,0,4,51,5.87,91.0,10.27,41.06,1,176.14,15.27,209.02,331.14,122.12,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.842694478997225
2812,2480,1999,0,1,42,23.48,49.91,29.65,29.65,1,23.48,0.0,457.95,457.95,0.0,Divorced,employed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s,0.05127197292280817
2813,2883,1999,0,4,42,2.35,117.42,10.52,42.07,1,15.27,0.0,158.52,193.75,35.23,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.09632853898561695
2814,3348,1999,4,6,51,11.74,84.55,9.76,58.59,0,0.0,0.0,141.5,200.21,58.71,Married,employed,highSchool,Latino,noneFinance,owner,Low,No,40-60,1990s,0.0
2816,6874,1999,0,5,42,0.0,170.27,19.09,95.43,0,0.0,0.0,23.48,140.91,117.42,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
2819,1377,1999,0,4,50,3.52,135.04,30.71,122.83,1,8.22,58.71,97.46,305.3,207.84,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0843422942745742
2822,1460,1999,0,3,33,12.92,151.48,24.9,74.69,0,0.0,3.17,33.7,94.76,61.06,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.0
2823,4167,1999,0,3,32,58.71,122.12,20.07,60.21,1,23.48,35.23,142.08,230.15,88.07,Married,employed,postGraduate,White,finance,owner,High,Yes,20-40,1990s,0.165259009009009
2825,2643,1999,0,5,38,9.39,167.92,11.37,56.86,0,0.0,129.17,56.36,100.98,44.62,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.0
2826,5647,1999,2,1,35,0.0,0.0,26.6,26.6,0,0.0,0.0,-41.1,76.33,117.42,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,-0.0
2827,6708,1999,1,6,34,14.09,176.14,8.99,53.96,0,0.0,93.94,325.27,536.63,211.36,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
2829,1376,1999,2,3,56,17.61,79.85,9.16,27.47,1,88.07,0.0,111.55,194.92,83.37,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.7895114298520842
2830,2710,1999,3,2,34,0.7,22.31,8.49,16.98,0,0.0,0.0,-3.99,-3.99,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,20-40,1990s,-0.0
2831,6903,1999,5,3,39,7.05,61.06,7.59,22.76,0,0.0,0.0,23.48,34.05,10.57,Divorced,employed,highSchool,White,noneFinance,owner,Low,No,20-40,1990s,0.0
2832,2602,1999,0,4,36,8.22,95.11,8.89,35.55,0,0.0,35.23,57.07,84.08,27.01,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
2834,5190,1999,0,2,56,17.61,97.46,25.15,50.3,0,0.0,0.0,23.48,140.91,117.42,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
2835,5926,1999,0,2,34,5.87,155.59,17.17,34.33,1,2.35,0.0,216.06,234.85,18.79,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.010876608349532538
2836,5229,1999,0,2,30,7.05,131.52,22.27,44.55,0,0.0,0.0,18.79,86.89,68.11,Married,employed,college,Latino,noneFinance,owner,High,No,20-40,1990s,0.0
2837,4307,1999,1,4,34,70.45,52.84,8.43,33.72,0,0.0,0.0,93.94,93.94,0.0,Married,employed,postGraduate,White,noneFinance,renter,High,No,20-40,1990s,0.0
2839,1015,1999,0,4,52,8.22,137.39,15.03,60.13,1,70.45,4.7,115.08,133.86,18.79,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.612182829336114
2840,548,1999,0,2,50,11.74,176.14,25.35,50.7,1,46.97,645.83,739.77,1027.46,287.69,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.06349270719277614
2842,1162,1999,0,3,41,1.17,68.11,10.28,30.83,0,0.0,23.48,19.96,42.27,22.31,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
2843,2566,1999,1,2,37,0.0,7.05,7.68,15.37,0,0.0,0.0,0.0,0.0,0.0,Divorced,employed,highSchool,White,noneFinance,renter,Low,No,20-40,1990s,0.0
2844,310,1999,1,3,38,9.39,96.88,15.16,45.49,1,2.35,70.45,84.55,178.48,93.94,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.027794204612655235
2845,2646,1999,0,4,48,117.42,228.98,11.69,46.76,1,821.97,352.27,1555.87,2260.42,704.55,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.528302493138887
2846,837,1999,0,1,57,1.17,44.62,32.88,32.88,0,0.0,46.97,54.02,288.86,234.85,neverMarried,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
2850,4371,1999,0,5,46,17.61,95.88,11.83,59.13,1,29.36,70.45,130.93,172.03,41.1,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.22424196135339491
2851,4565,1999,0,4,45,11.74,57.54,10.94,43.74,0,0.0,0.0,35.23,103.33,68.11,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
2852,5117,1999,1,3,43,0.94,19.96,7.71,23.12,0,0.0,0.0,6.81,36.17,29.36,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
2853,2740,1999,0,4,40,1.17,29.36,7.91,31.65,0,0.0,0.0,5.87,29.36,23.48,Divorced,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
2854,3520,1999,1,3,49,2.35,129.17,9.9,29.69,0,0.0,0.0,258.33,281.82,23.48,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
2856,3210,1999,1,4,46,4.7,69.28,12.19,48.76,0,0.0,0.0,106.86,152.65,45.8,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
2857,3793,1999,0,1,40,0.59,28.18,21.86,21.86,1,46.97,7.05,56.72,56.72,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,20-40,1990s,0.8281029619181947
2861,5054,1999,1,3,44,46.97,117.42,26.92,80.75,1,23.48,176.14,280.64,367.54,86.89,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.08366590649942988
2862,6147,1999,0,5,37,46.97,211.36,18.27,91.33,1,176.14,46.97,533.11,713.94,180.83,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.3304008553581812
2863,4078,1999,0,4,35,1.17,28.18,6.22,24.9,0,0.0,0.0,10.57,14.09,3.52,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
2864,5373,1999,0,3,36,0.12,71.34,10.77,32.32,0,0.0,0.0,3.64,21.25,17.61,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
2867,2484,1999,0,1,49,12.33,32.44,17.01,17.01,1,1.17,0.0,17.38,25.01,7.63,neverMarried,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.06731875719217491
2868,3979,1999,0,4,45,11.74,5.87,9.07,36.29,0,0.0,0.0,41.1,117.42,76.33,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
2870,2896,1999,0,4,51,41.1,86.07,18.92,75.7,0,0.0,152.65,618.83,947.61,328.79,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
2872,4738,1999,1,2,59,0.35,66.93,15.61,31.21,0,0.0,164.39,178.84,199.39,20.55,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
2874,4905,1999,8,4,38,8.22,78.67,8.43,33.74,0,0.0,17.61,72.8,113.9,41.1,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
2875,5362,1999,0,5,33,1.76,44.62,9.61,48.03,0,0.0,0.0,17.03,60.47,43.45,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
2876,6516,1999,0,5,41,0.7,65.92,8.52,42.59,0,0.0,4.11,7.16,34.17,27.01,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
2877,4202,1999,1,3,50,11.74,56.36,5.7,17.11,0,0.0,0.0,18.79,95.11,76.33,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
2878,3183,1999,0,4,45,8.22,46.97,12.65,50.61,0,0.0,99.81,131.52,184.36,52.84,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
2881,3916,1999,0,2,49,2.35,25.83,10.83,21.66,0,0.0,0.35,30.88,142.44,111.55,Divorced,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s,0.0
2884,1439,1999,1,2,53,17.61,108.03,15.68,31.36,1,176.14,234.85,446.21,511.97,65.76,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.3947468680666054
2886,3273,1999,0,5,35,2.35,64.0,5.64,28.22,0,0.0,0.0,21.14,57.54,36.4,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.0
2887,3653,1999,1,6,37,29.36,44.03,6.14,36.83,0,0.0,52.84,99.81,193.75,93.94,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.0
2888,1905,1999,0,3,35,0.21,27.01,10.78,32.34,0,0.0,0.0,-66.14,-66.14,0.0,Married,unemployed,postGraduate,otherRace,noneFinance,renter,High,No,20-40,1990s,-0.0
2889,4127,1999,0,2,32,7.05,46.97,13.58,27.16,0,0.0,0.0,44.62,44.62,0.0,Divorced,employed,postGraduate,Black,noneFinance,renter,High,No,20-40,1990s,0.0
2891,5304,1999,0,1,48,29.36,45.8,14.71,14.71,1,11.74,0.0,50.49,50.49,0.0,Divorced,employed,highSchool,White,noneFinance,renter,Low,No,40-60,1990s,0.23252129134482075
2892,5398,1999,0,2,42,9.39,49.32,21.55,43.11,1,9.39,18.79,37.58,69.28,31.7,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.2498669505055881
2893,4088,1999,0,6,60,0.0,55.66,2.49,14.92,0,0.0,0.0,4.93,98.87,93.94,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
2894,5996,1999,6,2,30,12.92,79.85,10.07,20.15,0,0.0,0.0,67.28,91.94,24.66,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
2895,3083,1999,0,5,35,0.0,41.1,4.6,23.02,0,0.0,0.0,-11.16,-11.16,0.0,Married,employed,college,White,noneFinance,renter,High,No,20-40,1990s,-0.0
2896,2679,1999,0,5,38,17.61,77.5,8.91,44.53,0,0.0,5.87,176.14,211.36,35.23,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
2897,5665,1999,0,2,50,17.61,134.8,59.81,119.62,0,0.0,29.36,646.42,763.84,117.42,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
2901,6720,1999,5,5,30,0.59,66.93,10.09,50.45,0,0.0,5.64,-34.88,-34.88,0.0,Married,employed,college,White,noneFinance,renter,High,No,20-40,1990s,-0.0
2902,1954,1999,1,2,52,0.02,57.54,12.67,25.35,0,0.0,0.0,15.29,25.86,10.57,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
2903,6471,1999,0,2,51,7.05,54.95,10.41,20.83,0,0.0,0.0,14.09,87.74,73.64,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
2907,3920,1999,0,6,42,14.09,223.11,10.85,65.09,0,0.0,29.36,43.45,160.87,117.42,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
2908,3381,1999,0,8,41,4.7,73.95,5.0,40.03,1,11.74,29.36,54.02,86.89,32.88,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.21732691595705295
2909,3513,1999,0,1,39,2.11,43.45,20.02,20.02,0,0.0,4.11,5.64,59.65,54.02,neverMarried,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.0
2910,4740,1999,0,5,37,0.0,73.04,8.76,43.8,0,0.0,58.71,56.36,73.98,17.61,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.0
2912,3039,1999,1,3,46,0.59,58.05,9.58,28.74,0,0.0,0.0,-12.92,-29.36,-16.44,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,-0.0
2914,6933,1999,0,2,56,22.31,234.85,11.05,22.1,1,88.07,270.08,2292.12,2585.68,293.56,Married,retired,college,White,noneFinance,owner,High,No,40-60,1990s,0.0384229446974853
2915,2929,1999,0,1,35,111.55,311.17,28.56,28.56,1,93.94,176.14,4450.38,4499.7,49.32,neverMarried,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.021108309852192395
2918,5247,1999,1,4,40,117.42,11.74,9.78,39.11,0,0.0,18.79,177.31,300.61,123.3,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
2919,5454,1999,1,2,38,0.01,0.0,13.65,27.3,0,0.0,0.0,-23.35,-23.35,0.0,Separated,unemployed,college,White,noneFinance,renter,High,No,20-40,1990s,-0.0
2920,3313,1999,0,1,37,1.17,11.74,24.79,24.79,0,0.0,0.0,-4.7,200.8,205.49,neverMarried,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,-0.0
2921,4621,1999,0,4,42,176.14,0.0,8.94,35.74,1,23.48,23.48,587.12,587.12,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,40-60,1990s,0.03999182449925058
2923,2320,1999,0,5,46,234.85,105.68,4.18,20.92,1,234.85,93.94,575.38,868.94,293.56,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.4081650387569954
2924,6061,1999,0,6,44,23.48,84.55,7.38,44.26,0,0.0,234.85,275.95,534.28,258.33,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
2925,4267,1999,1,5,49,9.39,35.23,5.18,25.92,0,0.0,0.0,112.73,247.77,135.04,Widowed,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
2928,5389,1999,0,4,42,5.87,77.38,13.68,54.71,0,0.0,58.71,382.8,429.77,46.97,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
2930,3944,1999,2,1,56,2.94,75.15,20.3,20.3,0,0.0,16.44,29.94,29.94,0.0,Separated,retired,postGraduate,White,noneFinance,renter,High,No,40-60,1990s,0.0
2931,5742,1999,3,1,57,16.2,0.0,41.64,41.64,0,0.0,7.05,26.19,115.43,89.24,Separated,unemployed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
2934,5196,1999,3,1,59,0.0,17.61,16.53,16.53,0,0.0,0.0,1.76,17.61,15.85,Widowed,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.0
2935,5048,1999,0,2,32,3.17,29.36,12.09,24.17,0,0.0,0.0,-9.16,-9.16,0.0,neverMarried,employed,highSchool,White,noneFinance,renter,Low,No,20-40,1990s,-0.0
2938,3539,1999,0,1,44,2.94,37.58,23.88,23.88,0,0.0,12.92,23.6,110.5,86.89,Divorced,employed,college,White,finance,owner,High,Yes,40-60,1990s,0.0
2940,3751,1999,1,2,51,1.17,69.28,16.3,32.6,0,0.0,88.07,645.83,716.29,70.45,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
2941,4434,1999,0,4,51,29.36,65.76,7.14,28.55,0,0.0,0.0,76.33,311.17,234.85,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
2944,6781,1999,2,1,49,0.18,37.58,6.71,6.71,0,0.0,0.0,-8.87,-8.87,0.0,Divorced,employed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s,-0.0
2945,2317,1999,0,4,47,35.23,81.02,6.84,27.35,0,0.0,8.22,61.06,102.16,41.1,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
2946,1276,1999,0,4,46,15.85,55.78,5.35,21.42,0,0.0,0.0,27.59,98.05,70.45,Married,unemployed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
2948,6431,1999,3,2,47,0.0,30.53,22.54,45.09,0,0.0,0.0,-3.52,86.89,90.42,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,-0.0
2950,3131,1999,0,2,31,17.61,177.9,38.07,76.14,1,3.57,0.0,-43.4,-19.92,23.48,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.0
2952,2485,1999,0,7,52,0.0,0.0,3.67,25.71,0,0.0,0.0,21.14,68.11,46.97,Married,unemployed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.0
2953,1730,1999,0,4,44,0.94,68.11,5.66,22.65,0,0.0,0.0,5.64,11.51,5.87,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.0
2954,3771,1999,0,4,43,1.41,66.81,12.11,48.44,0,0.0,0.0,7.28,7.28,0.0,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.0
2955,3837,1999,0,1,36,0.0,18.32,10.31,10.31,0,0.0,0.0,-24.66,-24.66,0.0,Divorced,employed,highSchool,White,noneFinance,renter,Low,No,20-40,1990s,-0.0
2956,2486,1999,3,4,50,0.0,0.0,4.17,16.67,0,0.0,0.0,-34.64,-34.64,0.0,Widowed,unemployed,highSchool,White,noneFinance,renter,Low,No,40-60,1990s,-0.0
2958,5156,1999,1,1,56,2.35,0.0,12.21,12.21,0,0.0,0.0,11.39,11.39,0.0,Divorced,unemployed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s,0.0
2961,2653,1999,0,2,52,23.48,22.9,16.58,33.16,1,234.85,469.7,792.61,1121.4,328.79,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.2962995672524949
2963,2238,1999,0,5,45,3.52,132.69,13.05,65.25,0,0.0,11.74,25.83,77.5,51.67,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
2966,6150,1999,1,2,52,9.39,107.33,17.16,34.32,0,0.0,293.56,318.22,400.42,82.2,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
2972,3774,1999,1,2,41,1.76,23.48,13.9,27.81,0,0.0,0.0,32.29,32.29,0.0,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
2974,1990,1999,1,4,32,2.35,63.46,9.88,39.52,0,0.0,0.0,10.57,37.58,27.01,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
2977,6315,1999,0,4,48,23.48,69.87,11.82,47.27,1,234.85,70.45,412.16,412.16,0.0,Married,retired,postGraduate,White,noneFinance,renter,High,No,40-60,1990s,0.5698029891304347
2978,151,1999,1,4,49,5.87,199.86,15.0,59.99,1,231.33,117.42,925.3,1072.08,146.78,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.2500054036528694
2979,718,1999,0,3,35,2.94,64.58,8.9,26.7,0,0.0,8.22,27.36,27.36,0.0,Married,employed,college,White,noneFinance,renter,High,No,20-40,1990s,0.0
2982,3560,1999,0,1,53,0.0,58.71,12.37,12.37,0,0.0,0.0,10.57,155.0,144.43,Divorced,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
2984,1290,1999,0,2,55,58.71,34.05,12.31,24.62,1,8.22,0.0,113.9,219.58,105.68,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.07216856892010536
