,Unnamed: 0,familyID,year,composition,headCount,ageHead,liquidWealth,laborIncome,costPerPerson,totalExpense,participation,investmentAmount,annuityIRA,wealthWithoutHomeEquity,wealthWithHomeEquity,HomeEquity,maritalStatus,employmentStatus,education,race,industry,ownership,skillLevel,financeExperience,ageGroup,decadeGroup
2302,2602,4153,1999,0,2,53,79.85,42.14,11.63,23.26,0,0.0,0.0,81.02,271.84,190.81,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2304,2604,3043,1999,0,2,35,0.35,42.27,10.11,20.23,1,1.76,0.0,3.29,3.29,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,20-40,1990s
2305,2606,2383,1999,0,2,42,0.0,5.87,7.61,15.22,0,0.0,0.0,11.74,11.74,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,40-60,1990s
2306,2607,6224,1999,0,2,52,3.52,58.59,16.62,33.24,0,0.0,0.0,2.35,4.7,2.35,Divorced,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s
2308,2609,1055,1999,0,2,54,7.05,62.23,14.22,28.44,1,0.35,91.59,120.12,161.22,41.1,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2309,2610,6039,1999,8,1,30,0.0,14.09,8.04,8.04,0,0.0,0.0,0.47,0.47,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,20-40,1990s
2310,2611,690,1999,0,2,57,0.0,3.52,2.85,5.69,0,0.0,0.0,1.17,4.7,3.52,Married,unemployed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s
2311,2612,1966,1999,1,1,42,0.0,8.22,15.66,15.66,0,0.0,0.0,0.7,0.7,0.0,Divorced,employed,highSchool,White,noneFinance,renter,Low,No,40-60,1990s
2312,2613,1260,1999,0,2,54,17.61,23.51,5.37,10.73,0,0.0,0.0,23.48,37.58,14.09,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s
2313,2614,2030,1999,0,4,31,0.0,30.71,7.77,31.07,0,0.0,0.0,9.98,53.49,43.51,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2316,2617,5832,1999,5,1,32,1.29,36.28,10.13,10.13,0,0.0,0.0,1.29,1.29,0.0,Separated,employed,college,Black,noneFinance,renter,High,No,20-40,1990s
2317,2618,4980,1999,5,3,33,0.0,9.39,5.21,15.64,0,0.0,0.0,2.35,2.35,0.0,Divorced,employed,college,Black,noneFinance,renter,High,No,20-40,1990s
2318,2619,3324,1999,0,4,34,21.14,99.22,7.71,30.84,0,0.0,0.0,39.92,75.15,35.23,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
2320,2621,246,1999,0,4,38,4.7,61.88,12.5,50.0,0,0.0,1.17,515.92,598.7,82.78,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2321,2622,3947,1999,0,4,52,4.11,62.23,20.45,81.8,1,9.39,434.47,471.46,474.98,3.52,Married,unemployed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2322,2624,4884,1999,0,2,52,11.74,61.06,15.8,31.6,1,187.88,234.85,456.78,528.41,71.63,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2325,2627,5625,1999,0,4,44,3.52,43.45,5.95,23.82,0,0.0,0.0,10.8,16.67,5.87,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2327,2630,4435,1999,0,1,45,0.4,30.16,10.29,10.29,0,0.0,5.27,-4.9,-4.9,0.0,neverMarried,employed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s
2328,2631,4087,1999,0,1,41,0.01,0.0,11.03,11.03,0,0.0,0.0,0.01,0.01,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,40-60,1990s
2329,2632,5255,1999,0,2,56,0.19,88.07,13.03,26.06,1,3.52,10.57,47.16,190.42,143.26,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2330,2634,3796,1999,0,2,58,2.11,91.94,16.43,32.86,0,0.0,0.0,24.07,32.88,8.81,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s
2332,2636,149,1999,0,1,51,0.0,0.0,7.05,7.05,0,0.0,0.0,0.0,0.0,0.0,Widowed,unemployed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s
2333,2637,1690,1999,0,3,33,1.53,55.19,14.8,44.39,0,0.0,0.0,22.66,75.5,52.84,Married,employed,highSchool,White,noneFinance,owner,Low,No,20-40,1990s
2334,2638,2348,1999,0,4,30,0.0,25.83,5.57,22.27,0,0.0,0.0,7.63,12.33,4.7,Married,employed,highSchool,White,noneFinance,owner,Low,No,20-40,1990s
2335,2639,3790,1999,1,3,41,0.47,17.26,9.33,28.0,0,0.0,0.0,23.95,83.84,59.89,Divorced,unemployed,college,White,noneFinance,owner,High,No,40-60,1990s
2336,2640,353,1999,0,5,39,2.35,77.5,8.74,43.69,0,0.0,8.22,303.42,368.01,64.58,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2338,2642,3514,1999,0,4,30,5.87,37.58,14.44,57.75,0,0.0,0.0,-33.47,-20.55,12.92,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2342,2646,6953,1999,0,1,37,7.05,51.67,16.51,16.51,1,9.39,14.09,39.22,90.89,51.67,neverMarried,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2343,2647,6833,1999,2,1,36,2.35,103.33,33.79,33.79,0,0.0,1.76,109.32,163.34,54.02,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
2344,2648,5883,1999,0,4,37,5.87,89.24,10.53,42.12,0,0.0,117.42,125.64,159.7,34.05,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2345,2649,5284,1999,0,4,39,4.7,103.33,11.06,44.25,0,0.0,143.26,162.28,385.39,223.11,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2347,2651,2563,1999,0,1,44,0.82,38.75,14.06,14.06,0,0.0,0.0,11.39,11.39,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,40-60,1990s
2348,2652,2364,1999,0,3,51,5.87,123.3,15.26,45.79,1,82.2,23.48,160.87,300.61,139.73,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2350,2654,2427,1999,0,4,51,0.0,15.03,12.01,48.05,1,21.14,0.0,29.36,68.11,38.75,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2351,2655,3413,1999,0,3,40,0.94,43.45,12.66,37.98,0,0.0,0.0,2.7,35.58,32.88,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2352,2656,1940,1999,0,2,60,11.74,122.12,19.07,38.15,1,52.84,111.55,244.24,361.67,117.42,Married,employed,college,White,noneFinance,owner,High,No,60-80,1990s
2354,2658,1567,1999,4,2,30,2.35,58.71,10.77,21.53,0,0.0,0.59,-5.28,-5.28,0.0,Married,employed,college,White,noneFinance,renter,High,No,20-40,1990s
2356,2660,647,1999,0,1,39,0.59,56.36,22.49,22.49,0,0.0,0.0,0.0,2.35,2.35,Divorced,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2357,2661,3469,1999,0,4,40,3.52,35.58,12.14,48.56,0,0.0,0.0,36.4,30.53,-5.87,Married,retired,college,White,noneFinance,owner,High,No,40-60,1990s
2358,2662,4680,1999,0,4,40,10.57,88.07,11.39,45.57,0,0.0,0.0,17.61,5.64,-11.98,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2360,2664,4536,1999,1,4,49,11.74,91.59,8.37,33.49,1,35.23,58.71,119.77,237.2,117.42,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2362,2666,2105,1999,0,2,38,52.84,124.47,19.54,39.08,1,21.14,64.58,159.7,295.91,136.21,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
2363,2667,3047,1999,0,1,37,3.52,29.3,12.7,12.7,0,0.0,0.0,3.99,23.37,19.38,neverMarried,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2364,2668,6114,1999,3,3,33,0.53,34.05,4.65,13.94,0,0.0,0.0,1.59,1.59,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,20-40,1990s
2367,2671,6017,1999,2,1,31,0.59,38.16,36.8,36.8,0,0.0,0.0,5.28,17.03,11.74,Separated,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2369,2673,4097,1999,0,5,40,63.41,224.87,14.47,72.34,0,0.0,177.31,257.16,300.61,43.45,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2371,2675,922,1999,0,3,45,1.17,108.62,18.74,56.23,0,0.0,11.74,-10.57,36.4,46.97,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2373,2677,1987,1999,0,4,38,23.48,137.39,20.65,82.61,1,234.85,117.42,864.24,927.65,63.41,neverMarried,employed,highSchool,White,noneFinance,owner,Low,No,20-40,1990s
2374,2678,6632,1999,4,4,48,11.74,79.85,11.0,44.01,0,0.0,35.23,81.02,108.03,27.01,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2376,2680,2164,1999,0,4,44,3.52,105.68,14.18,56.71,1,1.17,0.0,198.45,198.45,0.0,Married,employed,college,White,noneFinance,renter,High,No,40-60,1990s
2377,2681,2264,1999,0,4,51,3.52,105.36,13.23,52.9,1,1.17,1.76,-116.84,-94.76,22.08,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2382,2690,3612,1999,0,3,47,2.35,89.24,28.66,85.97,0,0.0,70.45,156.17,218.41,62.23,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2383,2691,1249,1999,0,3,51,1.76,32.88,10.04,30.12,1,4.23,0.0,52.96,52.96,0.0,Married,employed,highSchool,White,noneFinance,renter,Low,No,40-60,1990s
2386,2694,758,1999,0,1,49,0.59,0.0,7.48,7.48,0,0.0,0.0,3.52,3.52,0.0,Divorced,unemployed,college,White,noneFinance,renter,High,No,40-60,1990s
2387,2695,4929,1999,0,5,41,2.35,110.38,10.22,51.09,0,0.0,0.0,187.29,250.7,63.41,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2388,2697,363,1999,0,2,51,34.05,45.72,20.68,41.36,0,0.0,12.92,66.93,135.04,68.11,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2389,2698,3014,1999,1,1,51,11.74,55.19,26.67,26.67,0,0.0,0.0,41.1,152.65,111.55,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2390,2699,3012,1999,0,1,44,0.23,0.0,11.31,11.31,0,0.0,0.0,39.34,39.34,0.0,Divorced,unemployed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s
2392,2701,4930,1999,0,2,45,0.47,77.5,20.42,40.84,0,0.0,0.0,5.17,5.17,0.0,Married,employed,highSchool,White,noneFinance,renter,Low,No,40-60,1990s
2395,2704,5130,1999,0,4,37,9.39,66.23,11.18,44.71,0,0.0,0.0,4.7,24.66,19.96,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2396,2705,2005,1999,1,4,51,108.03,90.53,12.74,50.95,0,0.0,0.0,113.9,278.3,164.39,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2397,2706,1642,1999,0,4,40,9.39,38.75,5.96,23.84,0,0.0,0.0,25.83,137.39,111.55,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2398,2707,2227,1999,0,2,38,3.52,35.23,5.98,11.97,0,0.0,0.0,10.57,10.57,0.0,Married,employed,college,White,noneFinance,renter,High,No,20-40,1990s
2399,2708,6963,1999,2,2,49,0.82,35.45,35.94,71.88,0,0.0,0.0,27.83,29.59,1.76,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2401,2710,1731,1999,1,2,48,11.74,59.89,27.58,55.17,1,14.09,7.05,150.3,267.73,117.42,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2403,2712,6667,1999,0,6,45,4.7,66.34,5.18,31.09,1,10.57,21.14,41.1,93.94,52.84,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2405,2714,2141,1999,0,2,48,0.94,62.23,12.07,24.14,0,0.0,7.05,6.81,24.42,17.61,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2408,2717,812,1999,0,1,43,3.52,0.0,22.11,22.11,0,0.0,0.0,-47.91,-47.91,0.0,Divorced,employed,highSchool,White,noneFinance,renter,Low,No,40-60,1990s
2409,2718,6070,1999,1,6,49,4.7,69.28,7.2,43.19,0,0.0,0.0,4.7,4.7,0.0,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2410,2719,138,1999,0,2,50,3.52,52.84,11.04,22.08,0,0.0,0.0,3.52,58.71,55.19,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2414,2725,1763,1999,0,2,41,93.94,137.62,16.66,33.33,1,37.58,11.74,176.14,286.52,110.38,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2415,2726,598,1999,0,4,40,176.14,123.3,14.08,56.3,1,18.79,105.68,318.22,421.55,103.33,Married,employed,postGraduate,White,finance,owner,High,Yes,40-60,1990s
2416,2728,5844,1999,2,2,44,5.87,176.14,42.67,85.34,1,106.86,0.0,160.28,217.82,57.54,Separated,employed,postGraduate,White,finance,owner,High,Yes,40-60,1990s
2417,2729,2085,1999,0,4,41,0.23,70.45,10.02,40.08,0,0.0,0.0,-13.27,-13.27,0.0,Married,employed,college,White,noneFinance,renter,High,No,40-60,1990s
2418,2730,3886,1999,0,3,48,5.28,43.45,10.91,32.74,0,0.0,0.0,-7.63,-7.63,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,40-60,1990s
2420,2732,6166,1999,3,2,45,8.81,85.72,27.26,54.52,1,88.07,0.0,96.88,163.81,66.93,Separated,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2421,2733,4241,1999,0,2,40,1.64,78.67,22.41,44.82,1,5.87,18.79,32.17,202.44,170.27,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2422,2734,1458,1999,0,4,34,0.3,37.58,7.09,28.35,0,0.0,9.39,3.82,3.82,0.0,Married,employed,postGraduate,White,noneFinance,renter,High,No,20-40,1990s
2424,2736,2820,1999,1,3,39,1.41,42.86,15.92,47.76,0,0.0,0.0,12.92,27.01,14.09,neverMarried,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
2426,2739,786,1999,0,1,43,4.7,49.32,18.87,18.87,1,19.96,2.35,382.8,382.8,0.0,neverMarried,employed,college,White,noneFinance,renter,High,No,40-60,1990s
2427,2742,2319,1999,1,3,34,4.7,72.8,14.24,42.73,0,0.0,23.48,21.14,37.58,16.44,neverMarried,employed,college,Black,noneFinance,owner,High,No,20-40,1990s
2428,2743,4696,1999,1,6,39,0.0,34.05,2.03,12.15,0,0.0,0.0,0.0,0.0,0.0,neverMarried,employed,highSchool,Black,noneFinance,renter,Low,No,20-40,1990s
2430,2745,1087,1999,0,2,56,82.2,52.77,13.28,26.56,0,0.0,0.0,269.49,329.38,59.89,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2431,2746,654,1999,1,3,35,0.59,57.72,7.88,23.65,0,0.0,0.0,29.94,76.91,46.97,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2435,2752,942,1999,0,3,52,0.0,0.0,11.28,33.83,0,0.0,0.0,2.94,55.78,52.84,neverMarried,unemployed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s
2436,2753,3643,1999,8,3,36,0.23,0.0,5.36,16.09,0,0.0,0.0,3.76,3.76,0.0,Separated,employed,college,Black,noneFinance,renter,High,No,20-40,1990s
2438,2755,2667,1999,0,4,49,0.23,7.05,4.68,18.71,0,0.0,0.0,30.77,65.99,35.23,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s
2445,2763,3879,1999,0,5,43,2.35,87.6,10.43,52.16,0,0.0,0.0,519.02,597.69,78.67,Married,employed,college,AmericanIndian,noneFinance,owner,High,No,40-60,1990s
2448,2766,2177,1999,0,1,60,1.76,17.09,13.81,13.81,0,0.0,0.0,7.63,7.63,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,60-80,1990s
2449,2768,2934,1999,0,2,46,5.87,58.12,15.66,31.33,0,0.0,0.0,19.96,19.96,0.0,Married,employed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s
2450,2769,2989,1999,0,4,36,1.76,34.05,6.98,27.9,0,0.0,0.0,13.5,13.5,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,20-40,1990s
2452,2771,6644,1999,0,4,44,9.39,86.42,10.03,40.12,1,8.22,35.23,48.14,58.71,10.57,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2454,2773,3445,1999,1,3,43,4.7,65.17,12.32,36.95,0,0.0,21.14,-2.35,105.68,108.03,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2455,2774,6041,1999,0,4,55,2.82,24.66,5.56,22.24,0,0.0,0.0,35.7,120.24,84.55,Married,retired,highSchool,White,noneFinance,owner,Low,No,40-60,1990s
2456,2775,4161,1999,1,3,47,117.42,99.81,7.07,21.21,0,0.0,117.42,305.3,595.34,290.04,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2458,2777,3749,1999,0,1,46,7.05,0.0,19.67,19.67,0,0.0,0.0,5.87,9.98,4.11,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2460,2779,2754,1999,4,2,55,44.62,165.57,21.27,42.54,0,0.0,4.7,79.14,79.14,0.0,Married,employed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s
2461,2780,2755,1999,0,1,57,2.35,32.88,18.12,18.12,0,0.0,0.0,-2.35,-2.35,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,40-60,1990s
2462,2781,3330,1999,1,1,54,4.11,66.93,32.99,32.99,0,0.0,0.0,5.75,21.02,15.27,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2463,2782,5930,1999,5,4,32,0.59,41.52,8.86,35.44,0,0.0,0.0,-3.41,-3.41,0.0,Married,employed,highSchool,White,noneFinance,renter,Low,No,20-40,1990s
2464,2783,3331,1999,0,1,31,0.29,33.7,16.73,16.73,0,0.0,0.0,-28.83,-28.83,0.0,neverMarried,employed,postGraduate,White,noneFinance,renter,High,No,20-40,1990s
2466,2785,5660,1999,0,3,52,28.18,15.27,5.1,15.31,0,0.0,0.0,70.45,234.85,164.39,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2467,2786,1218,1999,0,4,45,5.87,49.32,3.98,15.91,0,0.0,0.0,169.09,245.42,76.33,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2468,2788,6923,1999,0,4,46,3.52,93.94,9.74,38.97,0,0.0,46.97,60.06,87.07,27.01,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2469,2789,1174,1999,0,2,50,3.52,59.89,38.0,76.0,0,0.0,0.0,197.27,197.27,0.0,Married,employed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s
2471,2791,3904,1999,0,3,51,1.88,102.75,9.76,29.28,0,0.0,0.0,17.14,165.1,147.95,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2473,2794,3638,1999,0,2,57,41.1,93.33,12.28,24.56,1,5.28,2.58,87.95,161.93,73.98,Married,retired,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2474,2795,714,1999,0,1,31,2.58,27.01,18.47,18.47,0,0.0,0.0,-6.81,-6.81,0.0,neverMarried,employed,postGraduate,White,noneFinance,renter,High,No,20-40,1990s
2475,2796,1866,1999,2,2,30,14.09,50.49,15.54,31.08,0,0.0,2.35,15.27,55.19,39.92,neverMarried,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
2478,2801,5790,1999,0,6,49,4.7,75.15,11.48,68.89,0,0.0,0.0,28.18,66.93,38.75,Married,unemployed,college,Black,noneFinance,owner,High,No,40-60,1990s
2480,2805,2481,1999,0,2,50,2.35,71.63,20.09,40.17,0,0.0,375.76,363.43,381.04,17.61,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2482,2809,2797,1999,0,4,51,5.87,91.0,10.27,41.06,1,176.14,15.27,209.02,331.14,122.12,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2484,2812,2480,1999,0,1,42,23.48,49.91,29.65,29.65,1,23.48,0.0,457.95,457.95,0.0,Divorced,employed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s
2485,2813,2883,1999,0,4,42,2.35,117.42,10.52,42.07,1,15.27,0.0,158.52,193.75,35.23,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2486,2814,3348,1999,4,6,51,11.74,84.55,9.76,58.59,0,0.0,0.0,141.5,200.21,58.71,Married,employed,highSchool,Latino,noneFinance,owner,Low,No,40-60,1990s
2490,2822,1460,1999,0,3,33,12.92,151.48,24.9,74.69,0,0.0,3.17,33.7,94.76,61.06,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
2491,2823,4167,1999,0,3,32,58.71,122.12,20.07,60.21,1,23.48,35.23,142.08,230.15,88.07,Married,employed,postGraduate,White,finance,owner,High,Yes,20-40,1990s
2493,2825,2643,1999,0,5,38,9.39,167.92,11.37,56.86,0,0.0,129.17,56.36,100.98,44.62,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
2494,2826,5647,1999,2,1,35,0.0,0.0,26.6,26.6,0,0.0,0.0,-41.1,76.33,117.42,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
2495,2827,6708,1999,1,6,34,14.09,176.14,8.99,53.96,0,0.0,93.94,325.27,536.63,211.36,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2497,2829,1376,1999,2,3,56,17.61,79.85,9.16,27.47,1,88.07,0.0,111.55,194.92,83.37,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2498,2830,2710,1999,3,2,34,0.7,22.31,8.49,16.98,0,0.0,0.0,-3.99,-3.99,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,20-40,1990s
2499,2831,6903,1999,5,3,39,7.05,61.06,7.59,22.76,0,0.0,0.0,23.48,34.05,10.57,Divorced,employed,highSchool,White,noneFinance,owner,Low,No,20-40,1990s
2500,2832,2602,1999,0,4,36,8.22,95.11,8.89,35.55,0,0.0,35.23,57.07,84.08,27.01,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2501,2834,5190,1999,0,2,56,17.61,97.46,25.15,50.3,0,0.0,0.0,23.48,140.91,117.42,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2502,2835,5926,1999,0,2,34,5.87,155.59,17.17,34.33,1,2.35,0.0,216.06,234.85,18.79,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2503,2836,5229,1999,0,2,30,7.05,131.52,22.27,44.55,0,0.0,0.0,18.79,86.89,68.11,Married,employed,college,Latino,noneFinance,owner,High,No,20-40,1990s
2504,2837,4307,1999,1,4,34,70.45,52.84,8.43,33.72,0,0.0,0.0,93.94,93.94,0.0,Married,employed,postGraduate,White,noneFinance,renter,High,No,20-40,1990s
2505,2839,1015,1999,0,4,52,8.22,137.39,15.03,60.13,1,70.45,4.7,115.08,133.86,18.79,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2507,2842,1162,1999,0,3,41,1.17,68.11,10.28,30.83,0,0.0,23.48,19.96,42.27,22.31,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2508,2843,2566,1999,1,2,37,0.0,7.05,7.68,15.37,0,0.0,0.0,0.0,0.0,0.0,Divorced,employed,highSchool,White,noneFinance,renter,Low,No,20-40,1990s
2509,2844,310,1999,1,3,38,9.39,96.88,15.16,45.49,1,2.35,70.45,84.55,178.48,93.94,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
2510,2846,837,1999,0,1,57,1.17,44.62,32.88,32.88,0,0.0,46.97,54.02,288.86,234.85,neverMarried,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2514,2850,4371,1999,0,5,46,17.61,95.88,11.83,59.13,1,29.36,70.45,130.93,172.03,41.1,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2515,2851,4565,1999,0,4,45,11.74,57.54,10.94,43.74,0,0.0,0.0,35.23,103.33,68.11,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2516,2852,5117,1999,1,3,43,0.94,19.96,7.71,23.12,0,0.0,0.0,6.81,36.17,29.36,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2517,2853,2740,1999,0,4,40,1.17,29.36,7.91,31.65,0,0.0,0.0,5.87,29.36,23.48,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2518,2854,3520,1999,1,3,49,2.35,129.17,9.9,29.69,0,0.0,0.0,258.33,281.82,23.48,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2520,2856,3210,1999,1,4,46,4.7,69.28,12.19,48.76,0,0.0,0.0,106.86,152.65,45.8,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2521,2857,3793,1999,0,1,40,0.59,28.18,21.86,21.86,1,46.97,7.05,56.72,56.72,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,40-60,1990s
2525,2861,5054,1999,1,3,44,46.97,117.42,26.92,80.75,1,23.48,176.14,280.64,367.54,86.89,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2526,2862,6147,1999,0,5,37,46.97,211.36,18.27,91.33,1,176.14,46.97,533.11,713.94,180.83,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
2527,2863,4078,1999,0,4,35,1.17,28.18,6.22,24.9,0,0.0,0.0,10.57,14.09,3.52,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2528,2864,5373,1999,0,3,36,0.12,71.34,10.77,32.32,0,0.0,0.0,3.64,21.25,17.61,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2531,2867,2484,1999,0,1,49,12.33,32.44,17.01,17.01,1,1.17,0.0,17.38,25.01,7.63,neverMarried,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2532,2868,3979,1999,0,4,45,11.74,5.87,9.07,36.29,0,0.0,0.0,41.1,117.42,76.33,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2534,2870,2896,1999,0,4,51,41.1,86.07,18.92,75.7,0,0.0,152.65,618.83,947.61,328.79,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2536,2872,4738,1999,1,2,59,0.35,66.93,15.61,31.21,0,0.0,164.39,178.84,199.39,20.55,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2537,2874,4905,1999,8,4,38,8.22,78.67,8.43,33.74,0,0.0,17.61,72.8,113.9,41.1,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2538,2875,5362,1999,0,5,33,1.76,44.62,9.61,48.03,0,0.0,0.0,17.03,60.47,43.45,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2539,2876,6516,1999,0,5,41,0.7,65.92,8.52,42.59,0,0.0,4.11,7.16,34.17,27.01,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2540,2877,4202,1999,1,3,50,11.74,56.36,5.7,17.11,0,0.0,0.0,18.79,95.11,76.33,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2541,2878,3183,1999,0,4,45,8.22,46.97,12.65,50.61,0,0.0,99.81,131.52,184.36,52.84,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2544,2881,3916,1999,0,2,49,2.35,25.83,10.83,21.66,0,0.0,0.35,30.88,142.44,111.55,Divorced,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s
